,ESYE_ID,PREFECTURE
1011,22010000,ΚΕΡΚΥΡΑΣ
1012,83100000,ΛΕΣΒΟΥ
1013,22020000,ΚΕΡΚΥΡΑΣ
1014,22030000,ΚΕΡΚΥΡΑΣ
1015,22040000,ΚΕΡΚΥΡΑΣ
1016,22050000,ΚΕΡΚΥΡΑΣ
1017,22060000,ΚΕΡΚΥΡΑΣ
1018,22070000,ΚΕΡΚΥΡΑΣ
1019,22090000,ΚΕΡΚΥΡΑΣ
1020,22100000,ΚΕΡΚΥΡΑΣ
1021,22120000,ΚΕΡΚΥΡΑΣ
1022,22130000,ΚΕΡΚΥΡΑΣ
1023,22610000,ΚΕΡΚΥΡΑΣ
1024,83020000,ΛΕΣΒΟΥ
1025,83060000,ΛΕΣΒΟΥ
1026,83070000,ΛΕΣΒΟΥ
1027,83080000,ΛΕΣΒΟΥ
1028,83090000,ΛΕΣΒΟΥ
1029,83110000,ΛΕΣΒΟΥ
1030,83150000,ΛΕΣΒΟΥ
1031,83160000,ΛΕΣΒΟΥ
1032,83170000,ΛΕΣΒΟΥ
1033,1100000,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
1034,1010000,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ
