,Fire_department,region,start_date,start_time,end_date,end_time,borough,burned_forests1,burned_forests2,burned_forests3,burned_fields,burned_swamp,burned_Agricultural,burned_Agricultural2,burned_garbage_disposal_sites,firefighters,firefighters2,volunt_firefighters,military_forces,other_forces,Fire_trucks,other_fire_vehicles,fire_tankers,fire_equipent,helicopters,fire_plane_type1,fire_plane_type2,fire_plane_type3,fire_plane_type4,extinguish_time,extinguish_date,total_burned_acres
3395,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-12 00:00:00,2019-07-17 19:00:00,2018-10-12 00:00:00,2019-07-17 20:40:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:40:00.000000000,0,1.0
3396,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-16 00:00:00,2019-07-17 14:05:00,2018-10-16 00:00:00,2019-07-17 14:50:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:45:00.000000000,0,0.0
3397,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-16 00:00:00,2019-07-17 15:00:00,2018-10-16 00:00:00,2019-07-17 15:19:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,10,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:19:00.000000000,0,10.0
3398,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-16 00:00:00,2019-07-17 15:20:00,2018-10-16 00:00:00,2019-07-17 19:16:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,5,0,5,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 03:56:00.000000000,0,10.0
3399,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-18 00:00:00,2019-07-17 12:30:00,2018-10-18 00:00:00,2019-07-17 13:30:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:00:00.000000000,0,15.0
3400,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-21 00:00:00,2019-07-17 14:00:00,2018-10-21 00:00:00,2019-07-17 14:25:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:25:00.000000000,0,2.0
3401,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-25 00:00:00,2019-07-17 18:31:00,2018-10-25 00:00:00,2019-07-17 20:58:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:27:00.000000000,0,3.0
3402,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-25 00:00:00,2019-07-17 18:55:00,2018-10-25 00:00:00,2019-07-17 19:55:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:00:00.000000000,0,0.0
3403,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-25 00:00:00,2019-07-17 20:40:00,2018-10-25 00:00:00,2019-07-17 21:40:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:00:00.000000000,0,10.0
3404,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-10-28 00:00:00,2019-07-17 16:05:00,2018-10-28 00:00:00,2019-07-17 16:30:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:25:00.000000000,0,1.0
3405,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-04 00:00:00,2019-07-17 17:39:00,2018-11-04 00:00:00,2019-07-17 19:20:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:41:00.000000000,0,0.0
3406,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-06 00:00:00,2019-07-17 18:25:00,2018-11-06 00:00:00,2019-07-17 19:29:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:04:00.000000000,0,1.0
3407,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-06 00:00:00,2019-07-17 19:00:00,2018-11-06 00:00:00,2019-07-17 20:00:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:00:00.000000000,0,3.0
3408,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-07 00:00:00,2019-07-17 14:30:00,2018-11-07 00:00:00,2019-07-17 15:35:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0.5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:05:00.000000000,0,0.5
3409,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-12 00:00:00,2019-07-17 12:38:00,2018-11-12 00:00:00,2019-07-17 13:44:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:06:00.000000000,0,2.0
3410,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-13 00:00:00,2019-07-17 13:30:00,2018-11-13 00:00:00,2019-07-17 14:10:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:40:00.000000000,0,2.0
3411,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-15 00:00:00,2019-07-17 13:33:00,2018-11-15 00:00:00,2019-07-17 14:38:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,5,20,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:05:00.000000000,0,25.0
3412,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-11-15 00:00:00,2019-07-17 15:41:00,2018-11-15 00:00:00,2019-07-17 17:05:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:24:00.000000000,0,1.0
3413,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-12-04 00:00:00,2019-07-17 15:17:00,2018-12-04 00:00:00,2019-07-17 16:19:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:02:00.000000000,0,0.0
3414,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-12-08 00:00:00,2019-07-17 14:45:00,2018-12-08 00:00:00,2019-07-17 15:20:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:35:00.000000000,0,0.0
3415,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-12-12 00:00:00,2019-07-17 17:13:00,2018-12-12 00:00:00,2019-07-17 18:02:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:49:00.000000000,0,0.0
3416,Π.Υ. ΕΛΑΣΣΟΝΑΣ,ΛΑΡΙΣΑΣ,2018-12-31 00:00:00,2019-07-17 18:35:00,2018-12-31 00:00:00,2019-07-17 19:37:00,Δ. ΕΛΑΣΣΟΝΑΣ,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:02:00.000000000,0,2.0
3417,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-11 00:00:00,2019-07-17 13:17:00,2018-03-11 00:00:00,2019-07-17 14:30:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:13:00.000000000,0,0.0
3418,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-12 00:00:00,2019-07-17 14:05:00,2018-03-12 00:00:00,2019-07-17 17:20:00,Δ. ΒΟΛΟΥ,0,0,0,1,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 03:15:00.000000000,0,1.0
3419,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-16 00:00:00,2019-07-17 11:59:00,2018-03-16 00:00:00,2019-07-17 14:25:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0.3,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 02:26:00.000000000,0,0.3
3420,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-17 00:00:00,2019-07-17 19:19:00,2018-03-18 00:00:00,2019-07-17 22:45:00,Δ. ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 03:26:00.000000000,1,0.0
3421,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-18 00:00:00,2019-07-17 09:40:00,2018-03-18 00:00:00,2019-07-17 11:10:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0.1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:30:00.000000000,0,0.1
3422,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-19 00:00:00,2019-07-17 10:52:00,2018-03-19 00:00:00,2019-07-17 13:15:00,Δ. ΝΟΤΙΟΥ ΠΗΛΙΟΥ,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 02:23:00.000000000,0,0.0
3423,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-02 00:00:00,2019-07-17 09:55:00,2018-04-02 00:00:00,2019-07-17 14:05:00,Δ. ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,0,0,0,0,0,2,0,0,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0 days 04:10:00.000000000,0,2.0
3424,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-03 00:00:00,2019-07-17 16:10:00,2018-04-03 00:00:00,2019-07-17 17:20:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:10:00.000000000,0,0.0
3425,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-05 00:00:00,2019-07-17 20:39:00,2018-04-05 00:00:00,2019-07-17 22:10:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:31:00.000000000,0,0.0
3426,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-17 00:00:00,2019-07-17 09:50:00,2018-04-17 00:00:00,2019-07-17 12:00:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0.1,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 02:10:00.000000000,0,0.1
3427,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-17 00:00:00,2019-07-17 14:13:00,2018-04-17 00:00:00,2019-07-17 21:35:00,Δ. ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,0,2,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 07:22:00.000000000,0,2.0
3428,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-21 00:00:00,2019-07-17 19:22:00,2018-04-21 00:00:00,2019-07-17 21:10:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0.5,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:48:00.000000000,0,0.5
3429,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-23 00:00:00,2019-07-17 20:07:00,2018-04-23 00:00:00,2019-07-17 22:50:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0.4,0,0,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0 days 02:43:00.000000000,0,0.4
3430,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-05-27 00:00:00,2019-07-17 17:20:00,2018-05-27 00:00:00,2019-07-17 18:40:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,2.0
3431,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-14 00:00:00,2019-07-17 11:25:00,2018-06-15 00:00:00,2019-07-17 22:30:00,Δ. ΡΗΓΑ ΦΕΡΑΙΟΥ,0,200,0,0,0,0,0,0,50,15,0,0,0,15,0,0,0,0,0,2,0,0,0 days 11:05:00.000000000,1,200.0
3432,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-22 00:00:00,2019-07-17 16:25:00,2018-06-22 00:00:00,2019-07-17 17:45:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,5,0,0,14,0,2,0,0,7,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,5.0
3433,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-16 00:00:00,2019-07-17 11:53:00,2018-07-16 00:00:00,2019-07-17 13:05:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 01:12:00.000000000,0,0.0
3434,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-19 00:00:00,2019-07-17 13:27:00,2018-07-19 00:00:00,2019-07-17 14:40:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:13:00.000000000,0,0.0
3435,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-25 00:00:00,2019-07-17 15:45:00,2018-07-25 00:00:00,2019-07-17 16:40:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0.1,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.1
3436,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-08-09 00:00:00,2019-07-17 22:43:00,2018-08-09 00:00:00,2019-07-17 22:43:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:00:00.000000000,0,0.0
3437,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-06 00:00:00,2019-07-17 23:36:00,2018-09-07 00:00:00,2019-07-17 04:10:00,Δ. ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,0,0,0,0,0,0.01,0,0,10,0,0,0,2,5,0,0,0,0,0,0,0,0,-1 days +04:34:00.000000000,1,0.01
3438,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-23 00:00:00,2019-07-17 20:03:00,2018-09-23 00:00:00,2019-07-17 22:20:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:17:00.000000000,0,5.0
3439,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-25 00:00:00,2019-07-17 17:03:00,2018-09-25 00:00:00,2019-07-17 19:00:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:57:00.000000000,0,0.0
3440,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-10-11 00:00:00,2019-07-17 11:42:00,2018-10-11 00:00:00,2019-07-17 13:30:00,Δ. ΒΟΛΟΥ,0,0,0,1,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 01:48:00.000000000,0,1.0
3441,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-11-01 00:00:00,2019-07-17 14:03:00,2018-11-01 00:00:00,2019-07-17 16:30:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:27:00.000000000,0,0.0
3442,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-11-04 00:00:00,2019-07-17 09:40:00,2018-11-04 00:00:00,2019-07-17 11:15:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:35:00.000000000,0,0.0
3443,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-11-05 00:00:00,2019-07-17 10:25:00,2018-11-05 00:00:00,2019-07-17 12:10:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:45:00.000000000,0,4.0
3444,Π.Υ. ΒΟΛΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-12-24 00:00:00,2019-07-17 17:58:00,2018-12-24 00:00:00,2019-07-17 21:00:00,Δ. ΒΟΛΟΥ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 03:02:00.000000000,0,0.0
3445,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-01-07 00:00:00,2019-07-17 14:20:00,2018-01-07 00:00:00,2019-07-17 15:40:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,0.0
3446,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-04 00:00:00,2019-07-17 13:43:00,2018-03-04 00:00:00,2019-07-17 15:00:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:17:00.000000000,0,2.0
3447,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-14 00:00:00,2019-07-17 08:14:00,2018-03-14 00:00:00,2019-07-17 12:55:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 04:41:00.000000000,0,0.0
3448,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-03-31 00:00:00,2019-07-17 10:40:00,2018-03-31 00:00:00,2019-07-17 12:40:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 02:00:00.000000000,0,0.0
3449,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-17 00:00:00,2019-07-17 13:29:00,2018-04-17 00:00:00,2019-07-17 14:25:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0.03,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:56:00.000000000,0,0.03
3450,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-04-24 00:00:00,2019-07-17 19:05:00,2018-04-24 00:00:00,2019-07-17 19:55:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:50:00.000000000,0,0.0
3451,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-05-28 00:00:00,2019-07-17 18:50:00,2018-05-28 00:00:00,2019-07-17 19:57:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 01:07:00.000000000,0,0.0
3452,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-01 00:00:00,2019-07-17 14:17:00,2018-06-01 00:00:00,2019-07-17 14:47:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:30:00.000000000,0,1.0
3453,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-05 00:00:00,2019-07-17 18:25:00,2018-06-05 00:00:00,2019-07-17 19:20:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0.5,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.5
3454,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-08 00:00:00,2019-07-17 14:28:00,2018-06-08 00:00:00,2019-07-17 15:10:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0.05,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:42:00.000000000,0,0.05
3455,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-09 00:00:00,2019-07-17 08:55:00,2018-06-09 00:00:00,2019-07-17 10:00:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,12,0,7,0,0,0,2,3,0,0,0,0,0,0,0,0,0 days 01:05:00.000000000,0,12.0
3456,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-06-15 00:00:00,2019-07-17 13:14:00,2018-06-15 00:00:00,2019-07-17 15:05:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:51:00.000000000,0,0.0
3457,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-16 00:00:00,2019-07-17 21:14:00,2018-07-16 00:00:00,2019-07-17 22:15:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:01:00.000000000,0,2.0
3458,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-19 00:00:00,2019-07-17 17:00:00,2018-07-19 00:00:00,2019-07-17 18:35:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,5,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:35:00.000000000,0,5.0
3459,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-23 00:00:00,2019-07-17 18:10:00,2018-07-23 00:00:00,2019-07-17 19:30:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 01:20:00.000000000,0,0.0
3460,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-25 00:00:00,2019-07-17 21:07:00,2018-07-26 00:00:00,2019-07-17 07:30:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,-1 days +10:23:00.000000000,1,0.0
3461,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-07-29 00:00:00,2019-07-17 12:50:00,2018-07-29 00:00:00,2019-07-17 13:25:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:35:00.000000000,0,1.0
3462,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-08-07 00:00:00,2019-07-17 13:15:00,2018-08-07 00:00:00,2019-07-17 13:45:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:30:00.000000000,0,0.0
3463,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-08-11 00:00:00,2019-07-17 09:09:00,2018-08-11 00:00:00,2019-07-17 10:20:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 01:11:00.000000000,0,2.0
3464,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-08-14 00:00:00,2019-07-17 13:40:00,2018-08-14 00:00:00,2019-07-17 14:00:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:20:00.000000000,0,0.0
3465,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-08-31 00:00:00,2019-07-17 19:44:00,2018-08-31 00:00:00,2019-07-17 20:10:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:26:00.000000000,0,0.0
3466,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-04 00:00:00,2019-07-17 18:54:00,2018-09-04 00:00:00,2019-07-17 21:20:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 02:26:00.000000000,0,0.0
3467,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-10 00:00:00,2019-07-17 17:55:00,2018-09-10 00:00:00,2019-07-17 18:50:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.0
3468,Π.Κ. ΑΛΜΥΡΟΥ,ΜΑΓΝΗΣΙΑΣ,2018-09-20 00:00:00,2019-07-17 17:55:00,2018-09-20 00:00:00,2019-07-17 18:50:00,Δ. ΑΛΜΥΡΟΥ,0,0,0,0,0,1.5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,1.5
