,Fire_department,region,start_date,start_time,end_date,end_time,borough,burned_forests1,burned_forests2,burned_forests3,burned_fields,burned_swamp,burned_Agricultural,burned_Agricultural2,burned_garbage_disposal_sites,firefighters,firefighters2,volunt_firefighters,military_forces,other_forces,Fire_trucks,other_fire_vehicles,fire_tankers,fire_equipent,helicopters,fire_plane_type1,fire_plane_type2,fire_plane_type3,fire_plane_type4,extinguish_time,extinguish_date,total_burned_acres
1,Π.Κ. ΚΑΛΑΜΟΥ,ΑΤΤΙΚΗΣ,2018-05-29 00:00:00,2019-07-17 12:06:00,2018-05-29 00:00:00,2019-07-17 18:30:00,Δ. ΩΡΩΠΟΥ,0,0,0,0,0,3,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,0 days 06:24:00.000000000,0,3.0
2,Π.Κ. ΚΑΛΑΜΟΥ,ΑΤΤΙΚΗΣ,2018-07-23 00:00:00,2019-07-17 19:00:00,2018-07-31 00:00:00,2019-07-17 10:18:00,Δ. ΩΡΩΠΟΥ,0,150,0,150,0,350,0,0,21,6,30,0,12,7,15,2,0,0,1,0,0,0,-1 days +15:18:00.000000000,8,650.0
3,Π.Κ. ΚΑΛΑΜΟΥ,ΑΤΤΙΚΗΣ,2018-08-26 00:00:00,2019-07-17 15:30:00,2018-08-27 00:00:00,2019-07-17 07:55:00,Δ. ΩΡΩΠΟΥ,0,0,0,0,0,0,0,0,15,1,26,0,0,4,0,0,0,0,1,0,0,0,-1 days +16:25:00.000000000,1,0.0
4,Π.Κ. ΚΑΛΑΜΟΥ,ΑΤΤΙΚΗΣ,2018-11-07 00:00:00,2019-07-17 20:10:00,2018-11-08 00:00:00,2019-07-17 21:10:00,Δ. ΩΡΩΠΟΥ,0,0,0,0,0,0,1,0,6,0,12,0,5,3,6,1,2,0,0,0,0,0,0 days 01:00:00.000000000,1,1.0
5, 1ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-05-23 00:00:00,2019-07-17 17:36:00,2018-05-23 00:00:00,2019-07-17 18:10:00,Δ. ΚΑΙΣΑΡΙΑΝΗΣ,0,10,0,0,0,0,0,0,13,0,10,0,0,5,4,0,0,0,0,0,0,0,0 days 00:34:00.000000000,0,10.0
6, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-03-13 00:00:00,2019-07-17 10:51:00,2018-03-13 00:00:00,2019-07-17 13:40:00,Δ. ΩΡΩΠΟΥ,0,0,0,0,0,0,0,0,13,0,21,0,14,4,0,1,0,0,0,0,0,0,0 days 02:49:00.000000000,0,0.0
7, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-04-11 00:00:00,2019-07-17 16:21:00,2018-04-11 00:00:00,2019-07-17 17:15:00,Δ. ΔΙΟΝΥΣΟΥ,0,0,0,0,0,0,0,0,10,0,12,0,0,3,0,0,0,0,0,0,0,0,0 days 00:54:00.000000000,0,0.0
8, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-07-25 00:00:00,2019-07-17 15:50:00,2018-07-25 00:00:00,2019-07-17 20:15:00,Δ. ΑΧΑΡΝΩΝ,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 04:25:00.000000000,0,0.0
9, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-01 00:00:00,2019-07-17 22:29:00,2018-09-02 00:00:00,2019-07-17 00:00:00,Δ. ΑΧΑΡΝΩΝ,0,0,0,0,0,0,0,0,18,0,0,0,0,7,0,0,0,0,0,0,0,0,-1 days +01:31:00.000000000,1,0.0
10, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-08 00:00:00,2019-07-17 14:53:00,2018-09-08 00:00:00,2019-07-17 14:53:00,Δ. ΔΙΟΝΥΣΟΥ,0,0,0,0,0,0,0,0,2,0,10,0,0,1,0,0,0,0,0,0,0,0,0 days 00:00:00.000000000,0,0.0
11, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-08 00:00:00,2019-07-17 15:05:00,2018-09-08 00:00:00,2019-07-17 19:00:00,Δ. ΑΧΑΡΝΩΝ,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0 days 03:55:00.000000000,0,0.0
12, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-09 00:00:00,2019-07-17 13:40:00,2018-09-09 00:00:00,2019-07-17 17:10:00,Δ. ΑΧΑΡΝΩΝ,1,0,0,0,0,0,0,0,8,3,8,0,0,3,0,0,0,0,1,0,0,0,0 days 03:30:00.000000000,0,1.0
13, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-09 00:00:00,2019-07-17 18:40:00,2018-09-09 00:00:00,2019-07-17 22:00:00,Δ. ΑΧΑΡΝΩΝ,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,0,0,0 days 03:20:00.000000000,0,0.0
14, 6ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-26 00:00:00,2019-07-17 19:05:00,2018-09-26 00:00:00,2019-07-17 21:52:00,Δ. ΔΙΟΝΥΣΟΥ,0,0,0,0,0,0,0,0,4,0,30,0,0,2,0,0,0,0,0,0,0,0,0 days 02:47:00.000000000,0,0.0
15, 8ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-04-24 00:00:00,2019-07-17 00:04:00,2018-04-24 00:00:00,2019-07-17 01:40:00,Δ. ΓΛΥΦΑΔΑΣ,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 01:36:00.000000000,0,0.0
16, 8ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-06-02 00:00:00,2019-07-17 20:58:00,2018-06-02 00:00:00,2019-07-17 22:50:00,Δ. ΓΛΥΦΑΔΑΣ,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 01:52:00.000000000,0,0.0
17, 8ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-15 00:00:00,2019-07-17 12:20:00,2018-09-15 00:00:00,2019-07-17 15:30:00,Δ. ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,0,1,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 03:10:00.000000000,0,1.0
19, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-06-01 00:00:00,2019-07-17 14:10:00,2018-06-04 00:00:00,2019-07-17 18:00:00,Δ. ΑΜΑΡΟΥΣΙΟΥ,0,5,0,5,0,0,0,0,11,10,18,0,8,5,0,3,0,0,0,1,2,0,0 days 03:50:00.000000000,3,10.0
20, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-07-21 00:00:00,2019-07-17 14:34:00,2018-07-23 00:00:00,2019-07-17 13:30:00,Δ. ΔΙΟΝΥΣΟΥ,500,0,0,0,0,0,0,0,4,0,16,0,0,2,0,0,0,0,0,0,0,0,-1 days +22:56:00.000000000,2,500.0
21, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-08-12 00:00:00,2019-07-17 23:34:00,2018-08-13 00:00:00,2019-07-17 11:00:00,Δ. ΔΙΟΝΥΣΟΥ,0,0,0,0,0,0,0,0,6,0,18,0,0,9,0,0,0,0,0,0,0,0,-1 days +11:26:00.000000000,1,0.0
22, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-08-15 00:00:00,2019-07-17 16:34:00,2018-08-16 00:00:00,2019-07-17 20:00:00,Δ. ΔΙΟΝΥΣΟΥ,0,7,0,0,0,0,0,0,15,0,43,0,4,25,0,0,0,2,0,0,0,0,0 days 03:26:00.000000000,1,7.0
23, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-01 00:00:00,2019-07-17 16:31:00,2018-09-01 00:00:00,2019-07-17 16:31:00,Δ. ΔΙΟΝΥΣΟΥ,0,0,0,0,0,0,0,0,4,0,10,0,0,2,5,0,0,0,0,0,0,0,0 days 00:00:00.000000000,0,0.0
24, 9ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-09-01 00:00:00,2019-07-17 22:38:00,2018-09-01 00:00:00,2019-07-17 23:59:00,Δ. ΔΙΟΝΥΣΟΥ,150,0,0,0,0,0,0,0,4,0,20,0,0,2,9,0,0,0,0,0,0,0,0 days 01:21:00.000000000,0,150.0
25,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-05-04 00:00:00,2019-07-17 06:18:00,2018-05-04 00:00:00,2019-07-17 06:35:00,Δ. ΠΕΤΡΟΥΠΟΛΕΩΣ,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:17:00.000000000,0,0.0
26,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-05-29 00:00:00,2019-07-17 17:12:00,2018-05-29 00:00:00,2019-07-17 21:29:00,Δ. ΑΙΓΑΛΕΩ,0,15,0,0,0,0,0,0,22,10,0,0,0,10,3,0,0,0,0,0,2,0,0 days 04:17:00.000000000,0,15.0
27,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-06-01 00:00:00,2019-07-17 18:30:00,2018-06-01 00:00:00,2019-07-17 21:30:00,Δ. ΦΥΛΗΣ,0,20,0,0,0,0,0,0,22,9,6,0,5,9,0,0,0,0,0,0,4,0,0 days 03:00:00.000000000,0,20.0
28,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-07-17 00:00:00,2019-07-17 21:46:00,2018-07-17 00:00:00,2019-07-17 22:40:00,Δ. ΠΕΤΡΟΥΠΟΛΕΩΣ,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 00:54:00.000000000,0,0.0
29,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-07-26 00:00:00,2019-07-17 13:20:00,2018-07-26 00:00:00,2019-07-17 13:31:00,Δ. ΠΕΤΡΟΥΠΟΛΕΩΣ,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:11:00.000000000,0,0.0
30,10ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-08-14 00:00:00,2019-07-17 16:10:00,2018-08-14 00:00:00,2019-07-17 19:30:00,Δ. ΦΥΛΗΣ,0,0,0,0,0,0,0,0,7,0,0,0,2,3,0,1,0,0,0,0,0,0,0 days 03:20:00.000000000,0,0.0
31,12ος Π.Σ. ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,2018-07-23 00:00:00,2019-07-17 16:49:00,2018-09-10 00:00:00,2019-07-17 09:04:00,Δ. ΠΕΝΤΕΛΗΣ,0,12500,0,0,0,0,0,0,477,251,32,0,32,84,0,0,0,0,0,0,0,0,-1 days +16:15:00.000000000,49,12500.0
32,Π.Κ. ΣΑΛΑΜΙΝΑΣ - Δ.Π.Υ.ΠΕΙΡΑΙΑ,ΑΤΤΙΚΗΣ,2018-06-16 00:00:00,2019-07-17 16:59:00,2018-06-20 00:00:00,2019-07-17 08:00:00,Δ. ΣΑΛΑΜΙΝΑΣ,12,0,0,0,0,0,0,0,30,8,1,0,4,11,0,1,0,1,0,0,0,0,-1 days +15:01:00.000000000,4,12.0
33,Π.Κ. ΣΑΛΑΜΙΝΑΣ - Δ.Π.Υ.ΠΕΙΡΑΙΑ,ΑΤΤΙΚΗΣ,2018-08-23 00:00:00,2019-07-17 18:44:00,2018-08-25 00:00:00,2019-07-17 08:00:00,Δ. ΣΑΛΑΜΙΝΑΣ,2,0,0,0,0,0,0,0,20,0,2,0,5,8,0,1,1,1,0,0,0,0,-1 days +13:16:00.000000000,2,2.0
34,Π.Κ. ΑΙΓΙΝΑΣ,ΑΤΤΙΚΗΣ,2018-06-17 00:00:00,2019-07-17 17:23:00,2018-06-17 00:00:00,2019-07-17 18:20:00,Δ. ΑΙΓΙΝΑΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0 days 00:57:00.000000000,0,0.0
35,4ος  Π.Σ. ΠΕΙΡΑΙΑ,ΑΤΤΙΚΗΣ,2018-09-05 00:00:00,2019-07-17 08:14:00,2018-09-06 00:00:00,2019-07-17 07:30:00,Δ. ΠΕΡΑΜΑΤΟΣ,0,0,0,10,0,0,0,0,20,10,0,0,6,0,0,0,0,2,0,0,0,0,-1 days +23:16:00.000000000,1,10.0
38,Π.Υ. ΜΕΓΑΡΩΝ,ΑΤΤΙΚΗΣ,2018-04-22 00:00:00,2019-07-17 11:55:00,2018-04-23 00:00:00,2019-07-17 17:00:00,Δ. ΜΕΓΑΡΕΩΝ,0,10,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 05:05:00.000000000,1,10.0
39,Π.Υ. ΜΕΓΑΡΩΝ,ΑΤΤΙΚΗΣ,2018-04-22 00:00:00,2019-07-17 11:55:00,2018-04-23 00:00:00,2019-07-17 17:00:00,Δ. ΜΕΓΑΡΕΩΝ,0,15,0,0,0,0,0,0,13,0,6,0,0,6,0,0,0,0,0,0,0,0,0 days 05:05:00.000000000,1,15.0
41,Π.Υ. ΜΕΓΑΡΩΝ,ΑΤΤΙΚΗΣ,2018-07-23 00:00:00,2019-07-17 12:03:00,2018-08-02 00:00:00,2019-07-17 19:30:00,Δ. ΜΕΓΑΡΕΩΝ,41680,0,0,0,0,8970,0,0,100,17,0,0,0,38,0,10,5,15,7,6,0,0,0 days 07:27:00.000000000,10,50650.0
42,Π.Υ. ΜΕΓΑΡΩΝ,ΑΤΤΙΚΗΣ,2018-07-28 00:00:00,2019-07-17 20:00:00,2018-07-30 00:00:00,2019-07-17 10:00:00,Δ. ΜΕΓΑΡΕΩΝ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1 days +14:00:00.000000000,2,0.0
43,Π.Κ. ΒΙΛΛΙΩΝ,ΑΤΤΙΚΗΣ,2018-03-19 00:00:00,2019-07-17 15:45:00,2018-03-19 00:00:00,2019-07-17 20:00:00,Δ. ΜΑΝΔΡΑΣ - ΕΙΔΥΛΛΙΑΣ,0,0,0,0,0,0.56,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0 days 04:15:00.000000000,0,0.56
45,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-03-27 00:00:00,2019-07-17 09:08:00,2018-03-27 00:00:00,2019-07-17 10:45:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 01:37:00.000000000,0,0.0
46,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-04-08 00:00:00,2019-07-17 15:56:00,2018-04-08 00:00:00,2019-07-17 16:51:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:55:00.000000000,0,0.0
47,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-04-18 00:00:00,2019-07-17 16:18:00,2018-04-18 00:00:00,2019-07-17 17:55:00,Δ. ΣΑΡΩΝΙΚΟΥ,0,0,0,1,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0 days 01:37:00.000000000,0,1.0
48,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-05-12 00:00:00,2019-07-17 14:08:00,2018-05-12 00:00:00,2019-07-17 16:15:00,Δ. ΣΑΡΩΝΙΚΟΥ,0,0,0,0,0,3,0,0,8,0,0,0,8,3,0,0,0,0,0,0,0,0,0 days 02:07:00.000000000,0,3.0
49,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-05-27 00:00:00,2019-07-17 15:56:00,2018-05-27 00:00:00,2019-07-17 18:30:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 02:34:00.000000000,0,4.0
50,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-06-12 00:00:00,2019-07-17 10:27:00,2018-06-12 00:00:00,2019-07-17 10:56:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 00:29:00.000000000,0,0.0
51,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-06-28 00:00:00,2019-07-17 17:28:00,2018-06-28 00:00:00,2019-07-17 23:00:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,1,0,0,0,0,0,0,9,0,2,0,6,3,0,0,0,0,0,0,0,0,0 days 05:32:00.000000000,0,1.0
52,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-12 00:00:00,2019-07-17 14:26:00,2018-07-12 00:00:00,2019-07-17 21:00:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,5,0,5,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 06:34:00.000000000,0,10.0
53,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-15 00:00:00,2019-07-17 11:00:00,2018-07-15 00:00:00,2019-07-17 17:30:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,10,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 06:30:00.000000000,0,10.0
54,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-22 00:00:00,2019-07-17 15:53:00,2018-07-22 00:00:00,2019-07-17 21:00:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0 days 05:07:00.000000000,0,5.0
55,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-26 00:00:00,2019-07-17 14:13:00,2018-07-26 00:00:00,2019-07-17 14:50:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,12,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 00:37:00.000000000,0,12.0
56,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-26 00:00:00,2019-07-17 15:35:00,2018-07-27 00:00:00,2019-07-17 07:30:00,Δ. ΣΑΡΩΝΙΚΟΥ,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1 days +15:55:00.000000000,1,30.0
57,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-26 00:00:00,2019-07-17 15:37:00,2018-07-26 00:00:00,2019-07-17 16:15:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,8,0,0,0,2,4,2,0,0,0,0,0,0,0,0 days 00:38:00.000000000,0,0.0
58,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-07-27 00:00:00,2019-07-17 20:03:00,2018-07-27 00:00:00,2019-07-17 22:30:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,1,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 02:27:00.000000000,0,1.0
59,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-08-19 00:00:00,2019-07-17 13:10:00,2018-08-19 00:00:00,2019-07-17 14:30:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,20,0,0,0,0,14,8,0,0,20,7,10,2,0,0,0,0,0,0,0 days 01:20:00.000000000,0,20.0
60,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-08-19 00:00:00,2019-07-17 13:38:00,2018-08-19 00:00:00,2019-07-17 14:40:00,Δ. ΣΑΡΩΝΙΚΟΥ,0,0,0,0,0,2,0,0,9,0,0,0,0,5,7,0,0,1,0,0,0,0,0 days 01:02:00.000000000,0,2.0
61,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-09-08 00:00:00,2019-07-17 14:14:00,2018-09-08 00:00:00,2019-07-17 14:55:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,3,0,0,0,8,1,4,0,0,0,0,0,0,0,0 days 00:41:00.000000000,0,0.0
62,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-09-17 00:00:00,2019-07-17 20:05:00,2018-09-17 00:00:00,2019-07-17 23:25:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,4,0,0,14,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 03:20:00.000000000,0,4.0
63,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-09-27 00:00:00,2019-07-17 01:38:00,2018-09-27 00:00:00,2019-07-17 03:50:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,3,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 02:12:00.000000000,0,3.0
64,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-09-28 00:00:00,2019-07-17 06:12:00,2018-09-28 00:00:00,2019-07-17 07:00:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0 days 00:48:00.000000000,0,0.0
65,Π.Υ. ΛΑΥΡΙΟΥ,ΑΤΤΙΚΗΣ,2018-11-04 00:00:00,2019-07-17 12:38:00,2018-11-04 00:00:00,2019-07-17 14:00:00,Δ. ΛΑΥΡΕΩΤΙΚΗΣ,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 01:22:00.000000000,0,0.0
66,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-03-07 00:00:00,2019-07-17 19:15:00,2018-03-07 00:00:00,2019-07-17 22:20:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0 days 03:05:00.000000000,0,8.0
67,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-03-10 00:00:00,2019-07-17 10:05:00,2018-03-10 00:00:00,2019-07-17 13:00:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,0,0,0,0,1.7,0,0,10,0,2,0,0,5,0,0,0,0,0,0,0,0,0 days 02:55:00.000000000,0,1.7
68,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-05-20 00:00:00,2019-07-17 20:40:00,2018-05-21 00:00:00,2019-07-17 18:20:00,Δ. ΜΑΡΑΘΩΝΟΣ,2,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,-1 days +21:40:00.000000000,1,2.0
69,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-06-04 00:00:00,2019-07-17 10:15:00,2018-06-04 00:00:00,2019-07-17 20:30:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,5,0,0,0,0,0,0,21,0,6,0,0,7,0,0,0,0,0,0,0,0,0 days 10:15:00.000000000,0,5.0
70,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-06-15 00:00:00,2019-07-17 14:07:00,2018-06-16 00:00:00,2019-07-17 18:30:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,10,0,0,0,0,0,0,20,2,20,0,4,16,0,2,0,3,0,0,0,0,0 days 04:23:00.000000000,1,10.0
71,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-07-16 00:00:00,2019-07-17 13:51:00,2018-07-16 00:00:00,2019-07-17 16:00:00,Δ. ΜΑΡΑΘΩΝΟΣ,1,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 02:09:00.000000000,0,1.0
72,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-08-04 00:00:00,2019-07-17 08:25:00,2018-08-04 00:00:00,2019-07-17 10:15:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,0,0,2,0,0,0,0,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0 days 01:50:00.000000000,0,2.0
73,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-08-07 00:00:00,2019-07-17 13:05:00,2018-08-07 00:00:00,2019-07-17 18:15:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,0,0,0,4,0,0,0,18,0,0,0,0,7,2,2,0,0,0,0,0,0,0 days 05:10:00.000000000,0,4.0
75,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-08-12 00:00:00,2019-07-17 19:30:00,2018-08-12 00:00:00,2019-07-17 20:20:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 00:50:00.000000000,0,1.0
76,Π.Υ. ΝΕΑΣ ΜΑΚΡΗΣ,ΑΤΤΙΚΗΣ,2018-09-26 00:00:00,2019-07-17 23:35:00,2018-09-28 00:00:00,2019-07-17 12:30:00,Δ. ΜΑΡΑΘΩΝΟΣ,0,15,0,0,0,0,0,0,60,3,15,0,0,27,0,5,0,0,0,0,0,0,-1 days +12:55:00.000000000,2,15.0
77,Π.Υ. ΚΡΩΠΙΑΣ,ΑΤΤΙΚΗΣ,2018-01-29 00:00:00,2019-07-17 18:05:00,2018-01-29 00:00:00,2019-07-17 20:30:00,Δ. ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 days 02:25:00.000000000,0,50.0
78,Π.Υ. ΚΡΩΠΙΑΣ,ΑΤΤΙΚΗΣ,2018-04-14 00:00:00,2019-07-17 14:30:00,2018-04-14 00:00:00,2019-07-17 16:40:00,Δ. ΣΑΡΩΝΙΚΟΥ,0,250,0,0,0,250,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0 days 02:10:00.000000000,0,500.0
79,Π.Υ. ΚΡΩΠΙΑΣ,ΑΤΤΙΚΗΣ,2018-04-25 00:00:00,2019-07-17 11:17:00,2018-04-25 00:00:00,2019-07-17 15:30:00,Δ. ΣΠΑΤΩΝ - ΑΡΤΕΜΙΔΟΣ,3,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0 days 04:13:00.000000000,0,3.0
